baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
Luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",7,5,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
Luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",8,2,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
Luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",9,1,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
Luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",10,2,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
Luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,1,8,IN,NA,NA
Luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,2,7,OUT,NA,NA
Manisha,Parmar,3,27,Nursery nurse,Leicester,1,6,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart
Manisha,Parmar,3,27,Nursery nurse,Leicester,2,6,IN,Indian FlatbreadsItalian Flatbreads,UNKNOWN
Manisha,Parmar,3,27,Nursery nurse,Leicester,3,10,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart
Manisha,Parmar,3,27,Nursery nurse,Leicester,4,9,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert
Manisha,Parmar,3,27,Nursery nurse,Leicester,5,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie
Manon,Lagrave,9,26,Software project manager,London,1,3,STAR BAKER,NA,NA
Manon,Lagrave,9,26,Software project manager,London,2,6,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,3,3,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,4,8,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,5,5,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,6,4,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,7,2,IN,NA,NA
Manon,Lagrave,9,26,Software project manager,London,8,4,OUT,NA,NA
Marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",1,3,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest
Marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",2,11,OUT,Biscotti Italiano,Russian Box
Mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,1,5,IN,Lemon and Poppy Seed Cake,Chocolate Monster
Mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,2,6,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait
Mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,3,11,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites
Mark,Whithers,1,48,Bus Driver,South Wales,1,NA,OUT,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.
Martha,Collison,5,17,Student,"Ascot, Berkshire",1,2,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
Martha,Collison,5,17,Student,"Ascot, Berkshire",2,5,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
Martha,Collison,5,17,Student,"Ascot, Berkshire",3,3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
Martha,Collison,5,17,Student,"Ascot, Berkshire",4,1,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
Martha,Collison,5,17,Student,"Ascot, Berkshire",5,1,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
Martha,Collison,5,17,Student,"Ascot, Berkshire",6,4,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
Martha,Collison,5,17,Student,"Ascot, Berkshire",7,3,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
Martha,Collison,5,17,Student,"Ascot, Berkshire",8,5,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",1,4,IN,Banoffee Cupcakes,Chocolate and Raspberry Opera cake
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",2,9,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",3,5,IN,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",4,2,IN,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",5,2,IN,Chicken and Bacon Pie,Midnight Meringue
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",6,4,IN,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",7,2,IN,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes
Mary-Anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",8,3,Runner-up,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub
Mat,Riley,6,37,Fire fighter,London,1,7,IN,Gin and Tonic Madeira Cake,Black Forest Gateau
Mat,Riley,6,37,Fire fighter,London,2,5,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
Mat,Riley,6,37,Fire fighter,London,3,8,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
Mat,Riley,6,37,Fire fighter,London,4,7,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
Mat,Riley,6,37,Fire fighter,London,5,4,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
Mat,Riley,6,37,Fire fighter,London,6,1,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
Mat,Riley,6,37,Fire fighter,London,7,6,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,1,11,IN,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,2,4,IN,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,3,6,STAR BAKER,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,4,7,IN,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,5,8,IN,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,6,IN,NA,NA
Michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,7,5,OUT,NA,NA
Michael,Georgiou,7,20,Student,Durham,1,3,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
Michael,Georgiou,7,20,Student,Durham,2,9,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
Michael,Georgiou,7,20,Student,Durham,3,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
Michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",1,6,STAR BAKER,NA,NA
Michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",2,8,IN,NA,NA
Michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",3,5,IN,NA,NA
Michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",4,5,IN,NA,NA
Michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",5,7,OUT,NA,NA
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",1,8,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",2,3,IN,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",3,3,IN,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns"
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",4,1,IN,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble"
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",5,1,IN,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés"
Miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",6,NA,Runner-up,Lemon Cupcake,Eliminated after signature
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,1,12,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,2,9,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,3,9,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,4,8,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,5,1,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,6,4,IN,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,7,1,IN,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,8,1,STAR BAKER,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,9,4,STAR BAKER,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
Nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,10,1,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,2,IN,Fennel and Rye Thins,Hansel and Gretel Scene
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,5,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,4,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",6,1,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",7,2,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",8,3,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,3,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,1,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
Natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",1,12,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",1,11,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",2,10,IN,Farthing Biscuits,Zulu Boats at Dawn
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",3,4,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",4,8,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",5,5,OUT,Tarte au Citron,Pieful Tower
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",1,10,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",2,10,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",3,10,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",4,1,IN,Almond Crème Brûlées,Berry Cheesecake Tower
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",5,2,IN,Carrot & Pecan Cake,Dessert Island Getaway
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",6,5,IN,Christmas Frangipane Tart,Savoury and Sweet Bouchées
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",7,2,IN,Not a Boaring Pie,Charlotte Rose
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",8,5,OUT,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
Peter,Abatan,8,52,IT programme manager,"Southend, Essex",1,10,OUT,Coconut Cake,'Bread on a Breadboard' Cake
Peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",1,3,IN,"Pear, Muscat & Chocolate",Jubilee Cake
Peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",2,11,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
Phil,Thorne,10,56,HGV driver,Rainham,1,8,IN,NA,NA
Phil,Thorne,10,56,HGV driver,Rainham,2,3,IN,NA,NA
Phil,Thorne,10,56,HGV driver,Rainham,3,10,IN,NA,NA
Phil,Thorne,10,56,HGV driver,Rainham,4,6,OUT,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,1,7,IN,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,2,7,IN,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,3,4,IN,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,4,10,IN,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,5,2,IN,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,6,7,OUT,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,1,7,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,2,2,STAR BAKER,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,3,4,STAR BAKER,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,4,4,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,5,3,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,6,3,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,7,1,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,8,5,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,9,4,IN,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,10,2,WINNER,NA,NA
Rav,Bansal,7,28,Student support,Erith,1,8,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
Rav,Bansal,7,28,Student support,Erith,2,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
Rav,Bansal,7,28,Student support,Erith,3,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece
Rav,Bansal,7,28,Student support,Erith,4,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros
Rav,Bansal,7,28,Student support,Erith,5,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
Rav,Bansal,7,28,Student support,Erith,6,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake
Richard,Burr,5,38,Builder,"Mill Hill, London",1,10,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
Richard,Burr,5,38,Builder,"Mill Hill, London",2,1,STAR BAKER,Rosemary Seeded Crackers,Pirates!
Richard,Burr,5,38,Builder,"Mill Hill, London",3,6,IN,Rye and Cranberry Rolls,Pesto Pinwheel
Richard,Burr,5,38,Builder,"Mill Hill, London",4,5,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
Richard,Burr,5,38,Builder,"Mill Hill, London",5,7,IN,Fig and Orange Tart,Three Course Autumn Pie Feast
Richard,Burr,5,38,Builder,"Mill Hill, London",6,5,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
Richard,Burr,5,38,Builder,"Mill Hill, London",7,1,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
Richard,Burr,5,38,Builder,"Mill Hill, London",8,4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
Richard,Burr,5,38,Builder,"Mill Hill, London",9,2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
Richard,Burr,5,38,Builder,"Mill Hill, London",10,3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
Robert,Billington,2,25,Photographer,London,1,3,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache
Robert,Billington,2,25,Photographer,London,2,5,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
Robert,Billington,2,25,Photographer,London,3,4,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls
Robert,Billington,2,25,Photographer,London,4,7,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons
Robert,Billington,2,25,Photographer,London,5,3,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",1,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",2,5,IN,Twisty Rye Bread Sticks,Tribute Loaf
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",3,2,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,3,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",5,4,OUT,Blueberry & Orange Traybake,Dalek
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,1,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,2,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,3,9,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,4,4,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,5,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,6,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,7,1,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,8,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,9,1,OUT,NA,NA
Ruby,Bhogal,9,29,Project manager,London,1,1,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,2,10,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,3,7,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,4,2,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,5,1,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,6,7,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,7,3,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,8,3,STAR BAKER,NA,NA
Ruby,Bhogal,9,29,Project manager,London,9,1,STAR BAKER,NA,NA
Ruby,Bhogal,9,29,Project manager,London,10,3,Runner-up,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",1,12,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",2,3,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",3,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",4,6,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",5,6,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",6,1,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",7,2,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",8,1,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",9,4,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",10,2,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",1,NA,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",2,5,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",3,2,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",4,4,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",5,3,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",6,NA,Runner-up,"Mint, Ginger and Blackberry Cake",NA
Ryan,Chong,3,38,Photographer,Bristol,1,8,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake
Ryan,Chong,3,38,Photographer,Bristol,2,5,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
Ryan,Chong,3,38,Photographer,Bristol,3,5,IN,Spiced Pear Tarte Tatin,UNKNOWN
Ryan,Chong,3,38,Photographer,Bristol,4,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
Ryan,Chong,3,38,Photographer,Bristol,5,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie
Ryan,Chong,3,38,Photographer,Bristol,6,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
Ryan,Chong,3,38,Photographer,Bristol,7,6,OUT,Lardy Cakes,Char Siu Bao
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",1,9,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",2,4,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",3,7,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",4,6,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",1,1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",2,10,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",3,8,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",4,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",5,4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
